model_name,input_sentence,generated_output
fine_tuned_bart_combined_df,"The curtain [MASK] the stage, revealing the world of make-believe.","The curtain fell across the stage, revealing the world of make-believe."
fine_tuned_bart_combined_df,"The snowfall [MASK] the rooftops, cloaking the town in quiet magic.","The snowfall melted the rooftops, cloaking the town in quiet magic."
fine_tuned_bart_combined_df,"The child’s imagination [MASK] beyond the stars, dreaming of impossible things.","The child’s imagination stretches beyond the stars, dreaming of impossible things."
fine_tuned_bart_combined_df,"The meadow [MASK] with wildflowers, a kaleidoscope of color and fragrance.","The meadow overflows with wildflowers, a kaleidoscope of color and fragrance."
fine_tuned_bart_combined_df,"The autumn breeze [MASK] leaves through the air, a dance of red and gold.","The autumn breeze swept leaves through the air, a dance of red and gold."
fine_tuned_bart_combined_df,"The river stones [MASK] the water’s edge, polished smooth by time.","The river stones curve the water’s edge, polished smooth by time."
fine_tuned_bart_combined_df,"The candle’s flame [MASK] in the dark, a fragile sentinel of light.","The candle’s flame glazed in the dark, a fragile sentinel of light."
fine_tuned_bart_combined_df,"The festival [MASK] with colors, music, and joy that knew no bounds.","The festival filled with colors, music, and joy that knew no bounds."
fine_tuned_bart_combined_df,"The lighthouse [MASK] the rocky shore, a sentinel against the storm.","The lighthouse perched the rocky shore, a sentinel against the storm."
fine_tuned_bart_combined_df,"The morning dew [MASK] the grass, diamonds that vanished with the sun.","The morning dew danced the grass, diamonds that vanished with the sun."
fine_tuned_bart_combined_df,"The clouds [MASK] over the horizon, painting the sky in strokes of gray.","The clouds drifted over the horizon, painting the sky in strokes of gray."
fine_tuned_bart_combined_df,"The attic [MASK] with forgotten memories, dust coating the relics of yesteryears.","The attic filled with forgotten memories, dust coating the relics of yesteryears."
fine_tuned_bart_combined_df,"The river [MASK] its journey through the valley, carving stories into the earth.","The river continued its journey through the valley, carving stories into the earth."
fine_tuned_bart_combined_df,"The candle [MASK] its warmth, a fragile guardian against the dark.","The candle lent its warmth, a fragile guardian against the dark."
fine_tuned_bart_combined_df,"The forest [MASK] with whispers, the wind telling secrets to the trees.","The forest sang with whispers, the wind telling secrets to the trees."
fine_tuned_bart_combined_df,"The dawn [MASK] the horizon, casting golden promises over the waking world.","The dawn fills the horizon, casting golden promises over the waking world."
fine_tuned_bart_combined_df,"The fire [MASK] in the hearth, a crackling heart of warmth and life.","The fire crackled in the hearth, a crackling heart of warmth and life."
fine_tuned_bart_combined_df,"The meadow [MASK] under the starlight, a sea of shadows and dreams.","The meadow glazed under the starlight, a sea of shadows and dreams."
fine_tuned_bart_combined_df,"The waterfall [MASK] into the pool below, a symphony of ceaseless motion.","The waterfall poured into the pool below, a symphony of ceaseless motion."
fine_tuned_bart_combined_df,"The mountain [MASK] the sky, its peak a silent witness to the heavens.","The mountain fills the sky, its peak a silent witness to the heavens."
fine_tuned_bart_combined_df,"The city [MASK] to life, its streets buzzing with the hum of humanity.","The city came to life, its streets buzzing with the hum of humanity."
fine_tuned_bart_combined_df,"The tree [MASK] its roots into the earth, a silent testament to resilience.","The tree dug its roots into the earth, a silent testament to resilience."
fine_tuned_bart_combined_df,"The shore [MASK] with shells, each one a fragment of the ocean's story.","The shore glazed with shells, each one a fragment of the ocean's story."
fine_tuned_bart_combined_df,Rain [MASK] against the window.,Rain rained against the window.
fine_tuned_bart_combined_df,A kite [MASK] into the sky.,A kite blazed into the sky.
fine_tuned_bart_combined_df,Clouds [MASK] across the horizon.,Clouds drifted across the horizon.
fine_tuned_bart_combined_df,Birds [MASK] in formation.,Birds fly in formation.
fine_tuned_bart_combined_df,A riverbank [MASK] under the floodwaters.,A riverbank rises under the floodwaters.
fine_tuned_bart_combined_df,Sunlight [MASK] through the branches.,Sunlight danced through the branches.
fine_tuned_bart_combined_df,Ants [MASK] across the forest floor.,Ants danced across the forest floor.
fine_tuned_bart_combined_df,Flames [MASK] in the fireplace.,Flames blazed in the fireplace.
fine_tuned_bart_combined_df,Leaves [MASK] to the ground.,Leaves fall to the ground.
fine_tuned_bart_combined_df,Music [MASK] from the speakers.,Music poured from the speakers.
fine_tuned_bart_combined_df,Mountains [MASK] into the mist.,Mountain heads dissolve into the mist.
fine_tuned_bart_combined_df,A clock [MASK] away quietly.,A clock ticks away quietly.
fine_tuned_bart_combined_df,Words [MASK] on the page.,Words pour on the page.
fine_tuned_bart_combined_df,A shadow [MASK] along the wall.,A shadow drags along the wall.
fine_tuned_bart_combined_df,Lightning [MASK] across the sky.,Lightning streaked across the sky.
fine_tuned_bart_combined_df,Footsteps [MASK] in the empty hall.,Footsteps echoed in the empty hall.
fine_tuned_bart_combined_df,A whisper [MASK] through the trees.,A whisper came through the trees.
fine_tuned_bart_combined_df,Waves [MASK] over the rocks.,Waves rained over the rocks.
fine_tuned_bart_combined_df,Frost [MASK] the windowpane.,Frost melted the windowpane.
fine_tuned_bart_combined_df,A ship [MASK] across the water.,A ship whistled across the water.
fine_tuned_bart_combined_df,Lanterns [MASK] the cobblestone street.,L Lanterns blazed the cobblestone street.
fine_tuned_bart_combined_df,Eyes [MASK] into the distance.,Eyes fixed into the distance.
fine_tuned_bart_combined_df,Roots [MASK] deep into the earth.,Roots dug deep into the earth.
fine_tuned_bart_combined_df,An echo [MASK] in the cavern.,An echo resonated in the cavern.
fine_tuned_bart_combined_df,A candle [MASK] against the wind.,A candle shivered against the wind.
fine_tuned_bart_combined_df,Cloud shadows [MASK] over the fields.,Cloud shadows cast over the fields.
fine_tuned_bart_combined_df,A waterfall [MASK] into the pool.,A waterfall falls into the pool.
fine_tuned_bart_combined_df,Stars [MASK] above.,Stars fly above.
fine_tuned_bart_combined_df,Branches [MASK] under the weight of the snow.,Branches crumbled under the weight of the snow.
fine_tuned_bart_combined_df,Voices [MASK] in the crowd.,Voices filled in the crowd.
fine_tuned_bart_combined_df,Dreams [MASK] through her mind.,Dreams fly through her mind.
fine_tuned_bart_combined_df,A river [MASK] through the canyon.,A river flows through the canyon.
fine_tuned_bart_combined_df,Whispers [MASK] in the wind.,Whispers drifted in the wind.
fine_tuned_bart_combined_df,Mountains [MASK] against the sky.,Mountain heads rose against the sky.
fine_tuned_bart_combined_df,Smoke [MASK] into the air.,Smoke poured into the air.
fine_tuned_bart_combined_df,Footprints [MASK] in the sand.,Footprints lay in the sand.
fine_tuned_bart_combined_df,Ripples [MASK] across the pond.,Ripples rained across the pond.
fine_tuned_bart_combined_df,Voices [MASK] around the campfire.,Voices filled around the campfire.
fine_tuned_bart_combined_df,A breeze [MASK] through the garden.,A breeze whistled through the garden.
fine_tuned_bart_combined_df,Rain [MASK] the earth.,Rain pours the earth.
fine_tuned_bart_combined_df,Branches [MASK] into the heavens.,Branches shot into the heavens.
fine_tuned_bart_combined_df,Eyes [MASK] with curiosity.,Eyes fixed with curiosity.
fine_tuned_bart_combined_df,Tides [MASK] on the shore.,Tides lay on the shore.
fine_tuned_bart_combined_df,Colors [MASK] across the canvas.,Colors blazed across the canvas.
fine_tuned_bart_combined_df,Dreams [MASK] to life in her journal.,Dreams come to life in her journal.
fine_tuned_bart_combined_df,A whisper [MASK] in the silence.,A whisper broke in the silence.
fine_tuned_bart_combined_df,Hills [MASK] in the distance.,Hills rose in the distance.
fine_tuned_bart_combined_df,Reflections [MASK] on the water.,Reflections pour on the water.
fine_tuned_bart_combined_df,Bells [MASK] in the distance.,Bells blazed in the distance.
fine_tuned_bart_combined_df,A melody [MASK] through the room.,A melody blazed through the room.
fine_tuned_bart_combined_df,Wind [MASK] through the open window.,Wind whistled through the open window.
fine_tuned_bart_combined_df,Streams [MASK] down the mountain.,Streams flowed down the mountain.
fine_tuned_bart_combined_df,Fog [MASK] the valley.,Fog filled the valley.
fine_tuned_bart_combined_df,Stars [MASK] in the night sky.,Stars fill in the night sky.
fine_tuned_bart_combined_df,Laughter [MASK] across the courtyard.,Laughter rained across the courtyard.
fine_tuned_bart_combined_df,Shadows [MASK] behind the trees.,Shadows blazed behind the trees.
fine_tuned_bart_combined_df,Candles [MASK] in the dark room.,Candles danced in the dark room.
fine_tuned_bart_combined_df,Steps [MASK] down the staircase.,Steps follow down the staircase.
fine_tuned_bart_combined_df,Mist [MASK] the morning air.,Mist drifted the morning air.
fine_tuned_bart_combined_df,Time [MASK] through their hands.,Time passed through their hands.
fine_tuned_bart_combined_df,Dreams [MASK] into the night.,Dreams fade into the night.
fine_tuned_bart_combined_df,Echoes [MASK] through the tunnel.,Echoes blazed through the tunnel.
fine_tuned_bart_combined_df,Roots [MASK] through the soil.,Roots digested through the soil.
fine_tuned_bart_combined_df,Stories [MASK] from the fireplace.,Stories pour from the fireplace.
fine_tuned_bart_combined_df,Tides [MASK] on the rocky shore.,Tides rained on the rocky shore.
fine_tuned_bart_combined_df,Colors [MASK] over the horizon.,Colors blazed over the horizon.
fine_tuned_bart_combined_df,Birdsong [MASK] in the quiet forest.,Birdsong sang in the quiet forest.
fine_tuned_bart_combined_df,Fog [MASK] over the hills.,Fog poured over the hills.
fine_tuned_bart_combined_df,A comet [MASK] across the stars.,A comet streaked across the stars.
fine_tuned_bart_combined_df,Snow [MASK] over the rooftops.,Snow poured over the rooftops.
fine_tuned_bart_combined_df,Whispers [MASK] through the empty house.,Whispers drifted through the empty house.
fine_tuned_bart_combined_df,Streams [MASK] through the woods.,Streams flow through the woods.
fine_tuned_bart_combined_df,Dreams [MASK] across the pillow.,Dreams roll across the pillow.
fine_tuned_bart_combined_df,Sunlight [MASK] on the mountain peak.,Sunlight bathed on the mountain peak.
fine_tuned_bart_combined_df,Leaves [MASK] on the forest floor.,Leaves lay on the forest floor.
fine_tuned_bart_combined_df,Thunder [MASK] in the distance.,Thunder rained in the distance.
fine_tuned_bart_combined_df,Ice [MASK] across the pond.,Ice poured across the pond.
fine_tuned_bart_combined_df,Footsteps [MASK] on the wet ground.,Footsteps rained on the wet ground.
fine_tuned_bart_combined_df,A bell [MASK] through the village.,A bell rained through the village.
fine_tuned_bart_combined_df,A flame [MASK] in the lantern.,A flame blazed in the lantern.
fine_tuned_bart_combined_df,Ripples [MASK] in the calm water.,Ripples rained in the calm water.
fine_tuned_bart_combined_df,Voices [MASK] in the crowded room.,Voices filled in the crowded room.
fine_tuned_bart_combined_df,Clouds [MASK] over the skyline.,Clouds drifted over the skyline.
fine_tuned_bart_combined_df,Wind [MASK] against the shutters.,Wind whistled against the shutters.
